"2016-10-07T22:02:45Z";"784514324723277825";"2016-10-08T00:02:45+02:00[Europe/Rome]"
"2016-10-07T22:07:45Z";"784515584692219905";"2016-10-08T00:07:45+02:00[Europe/Rome]"
"2016-10-07T22:12:44Z";"784516839439212544";"2016-10-08T00:12:44+02:00[Europe/Rome]"
"2016-10-07T22:17:45Z";"784518098699378688";"2016-10-08T00:17:45+02:00[Europe/Rome]"
"2016-10-07T22:22:43Z";"784519350761971712";"2016-10-08T00:22:43+02:00[Europe/Rome]"
"2016-10-07T22:27:40Z";"784520595019075584";"2016-10-08T00:27:40+02:00[Europe/Rome]"
"2016-10-07T22:32:45Z";"784521873501675524";"2016-10-08T00:32:45+02:00[Europe/Rome]"
"2016-10-07T22:42:45Z";"784524390297993216";"2016-10-08T00:42:45+02:00[Europe/Rome]"
"2016-10-07T22:47:44Z";"784525644516425729";"2016-10-08T00:47:44+02:00[Europe/Rome]"
"2016-10-07T22:52:42Z";"784526896709107714";"2016-10-08T00:52:42+02:00[Europe/Rome]"
"2016-10-07T22:57:44Z";"784528161077882880";"2016-10-08T00:57:44+02:00[Europe/Rome]"
"2016-10-07T23:02:43Z";"784529418203037697";"2016-10-08T01:02:43+02:00[Europe/Rome]"
"2016-10-07T23:12:41Z";"784531927034388480";"2016-10-08T01:12:41+02:00[Europe/Rome]"
"2016-10-07T23:17:44Z";"784533195731730432";"2016-10-08T01:17:44+02:00[Europe/Rome]"
"2016-10-07T23:22:42Z";"784534444178800640";"2016-10-08T01:22:42+02:00[Europe/Rome]"
"2016-10-07T23:32:44Z";"784536972459212806";"2016-10-08T01:32:44+02:00[Europe/Rome]"
"2016-10-07T23:37:43Z";"784538224714809344";"2016-10-08T01:37:43+02:00[Europe/Rome]"
"2016-10-07T23:42:43Z";"784539483194658816";"2016-10-08T01:42:43+02:00[Europe/Rome]"
"2016-10-07T23:47:42Z";"784540737035702276";"2016-10-08T01:47:42+02:00[Europe/Rome]"
"2016-10-07T23:52:43Z";"784541999353462784";"2016-10-08T01:52:43+02:00[Europe/Rome]"
"2016-10-07T23:57:42Z";"784543251940474881";"2016-10-08T01:57:42+02:00[Europe/Rome]"
"2016-10-08T00:02:44Z";"784544519438098434";"2016-10-08T02:02:44+02:00[Europe/Rome]"
"2016-10-08T00:07:44Z";"784545777167245313";"2016-10-08T02:07:44+02:00[Europe/Rome]"
"2016-10-08T00:12:44Z";"784547037782081540";"2016-10-08T02:12:44+02:00[Europe/Rome]"
"2016-10-08T00:17:41Z";"784548284979445760";"2016-10-08T02:17:41+02:00[Europe/Rome]"
"2016-10-08T00:22:41Z";"784549543035764740";"2016-10-08T02:22:41+02:00[Europe/Rome]"
"2016-10-08T00:27:41Z";"784550800639029248";"2016-10-08T02:27:41+02:00[Europe/Rome]"
"2016-10-08T00:32:44Z";"784552070498119681";"2016-10-08T02:32:44+02:00[Europe/Rome]"
"2016-10-08T00:37:41Z";"784553315958943744";"2016-10-08T02:37:41+02:00[Europe/Rome]"
"2016-10-08T00:42:38Z";"784554560354484224";"2016-10-08T02:42:38+02:00[Europe/Rome]"
"2016-10-08T00:47:40Z";"784555830347784192";"2016-10-08T02:47:40+02:00[Europe/Rome]"
"2016-10-08T00:52:41Z";"784557090245345281";"2016-10-08T02:52:41+02:00[Europe/Rome]"
"2016-10-08T00:57:44Z";"784558361031352322";"2016-10-08T02:57:44+02:00[Europe/Rome]"
"2016-10-08T01:02:44Z";"784559620933189633";"2016-10-08T03:02:44+02:00[Europe/Rome]"
"2016-10-08T01:07:31Z";"784560825898004480";"2016-10-08T03:07:31+02:00[Europe/Rome]"
"2016-10-08T01:12:20Z";"784562036948729860";"2016-10-08T03:12:20+02:00[Europe/Rome]"
"2016-10-08T01:17:43Z";"784563392392597504";"2016-10-08T03:17:43+02:00[Europe/Rome]"
"2016-10-08T01:22:32Z";"784564601870581761";"2016-10-08T03:22:32+02:00[Europe/Rome]"
"2016-10-08T01:27:42Z";"784565901165223936";"2016-10-08T03:27:42+02:00[Europe/Rome]"
"2016-10-08T01:32:41Z";"784567157317402625";"2016-10-08T03:32:41+02:00[Europe/Rome]"
"2016-10-08T01:42:42Z";"784569676881862657";"2016-10-08T03:42:42+02:00[Europe/Rome]"
"2016-10-08T01:47:43Z";"784570940688625664";"2016-10-08T03:47:43+02:00[Europe/Rome]"
"2016-10-08T01:52:41Z";"784572189978820608";"2016-10-08T03:52:41+02:00[Europe/Rome]"
"2016-10-08T01:57:42Z";"784573450824343552";"2016-10-08T03:57:42+02:00[Europe/Rome]"
"2016-10-08T02:02:42Z";"784574709312659457";"2016-10-08T04:02:42+02:00[Europe/Rome]"
